Model,Number,CodeBLEU,BLEU,Weighted_BLEU,AST_Match,Dataflow_Match
ChatGPT,30,0.8535481861730126,0.7158999162808005,0.7768596280974606,0.9386745796241345,0.9827586206896552
ChatGPT,31,0.735459702919323,0.6430457886837616,0.7079245519784036,0.8594687232219366,0.7313997477931904
ChatGPT,32,0.8491683221072626,0.788540091479209,0.857479998296643,0.8853333333333333,0.8653198653198653
ChatGPT,33,0.7770478151372304,0.6741659019025624,0.7966394165545347,0.763921568627451,0.8734643734643734
ChatGPT,34,0.9047983271713675,0.8374864480060078,0.8740813260531809,0.9664292980671414,0.9411962365591398
ChatGPT,35,0.8792623671703781,0.8217725506090985,0.8527568050043556,0.9814090019569471,0.8611111111111112
ChatGPT,36,0.9029016852114351,0.8208564344527817,0.8731326887753408,0.950950950950951,0.9666666666666667
ChatGPT,37,0.7710624387813049,0.7027799039242563,0.7754223531053107,0.848768054375531,0.7572794437201217
ChatGPT,38,0.8085694027035111,0.7355619400826896,0.7932439888272648,0.8845120859444942,0.8209595959595959
ChatGPT,39,0.8640913660796143,0.7650387989791098,0.8214887982434601,0.935700575815739,0.9341372912801484
ChatGPT,40,0.8415897653976909,0.7626628325514271,0.8128786939469922,0.9637404580152672,0.827077077077077
ChatGPT,41,0.7811710253461688,0.7214533052220435,0.7628675317933691,0.90437890974084,0.7359843546284224
ChatGPT,42,0.7471163654507001,0.6187230862850183,0.6913286717240631,0.8742411101474414,0.8041725936462778
ChatGPT,43,0.8503949409281861,0.7312427384873641,0.8011581036567534,0.9264705882352942,0.9427083333333333
ChatGPT,44,0.8553043001991446,0.73575912358356,0.8007435284100716,0.91804788213628,0.9666666666666667
ChatGPT,45,0.8391836373274855,0.7472569261672046,0.7989701068590473,0.9467509025270758,0.8637566137566137
ChatGPT,46,0.825924063844326,0.7020055818148738,0.7939603086892087,0.8614718614718615,0.9462585034013605
ChatGPT,47,0.7762527944528863,0.6671817054105741,0.7508915861353538,0.8546938775510204,0.8322440087145969
ChatGPT,48,0.8139570986309204,0.7469513314592262,0.7983665525539446,0.9216216216216216,0.788888888888889
ChatGPT,49,0.8512280311165332,0.7321261162690602,0.8069718061433317,0.9248395967002749,0.940974605353466
ChatGPT,50,0.7513839404061535,0.6320567765236733,0.7204121189758446,0.8573730862207897,0.7956937799043062
ChatGPT,51,0.8163800740048602,0.7324336833327736,0.7842679751066394,0.9398563734290843,0.8089622641509434
ChatGPT,52,0.7926267605640087,0.7102819835701794,0.7845308823321756,0.8606356968215159,0.8150584795321638
ChatGPT,53,0.863387063042145,0.8010716732020589,0.8483435572920628,0.9355432780847146,0.8685897435897436
ChatGPT,54,0.824004593872343,0.7430162656614999,0.8025094647163932,0.9461883408071748,0.8043043043043043
ChatGPT,55,0.7774473319293523,0.6822266819947677,0.7494869307825196,0.8889830508474577,0.7890926640926641
ChatGPT,56,0.7955233065786322,0.6662062756942734,0.7332491472641635,0.9316389132340053,0.8509988901220866
ChatGPT,57,0.37908828333191114,0.7260389286912285,0.790314204636416,0.0,0.0
ChatGPT,58,0.7924379055025992,0.6871310052212531,0.7759384172064003,0.8870056497175142,0.8196765498652292
ChatGPT,59,0.7442500635237659,0.6243505859447543,0.7203694483700891,0.8269230769230769,0.8053571428571429
ChatGPT,60,0.7189919449726256,0.5931303864919408,0.6857348584911485,0.8218773096821878,0.7752252252252252
ChatGPT,61,0.7861611453284014,0.6710246483110477,0.7414696446724942,0.9173354735152488,0.8148148148148149
ChatGPT,63,0.7598274565009799,0.6669902770622516,0.7813156758185981,0.8026905829596412,0.7883132901634289
ChatGPT,64,0.716152413901708,0.5942900254895468,0.8079776038639689,0.7025974025974026,0.759744623655914
ChatGPT,65,0.7870467118627997,0.6516819569312412,0.7454354797047841,0.897497982243745,0.8535714285714285
ChatGPT,66,0.7979047309364706,0.7134849119597402,0.7823366494478271,0.8961605584642234,0.799636803874092
ChatGPT,67,0.753234352802384,0.6636317056878446,0.7659303599370437,0.8160676532769556,0.7673076923076922
ChatGPT,68,0.8106065460436194,0.7395429937243048,0.808384784326067,0.9108378170637971,0.7836605890603086
ChatGPT,69,0.7677631829466165,0.6740684013242771,0.7634366143813599,0.8300220750551877,0.8035256410256411
ChatGPT,70,0.7825440567407743,0.6656599242468799,0.7808668542362608,0.8621933621933622,0.8214560862865947
ChatGPT,71,0.8231798623361508,0.7601977253519666,0.8317787317602827,0.8959810874704491,0.8047619047619048
ChatGPT,72,0.7620553716088739,0.5797119117939996,0.7050189835998848,0.8498542274052479,0.9136363636363636
ChatGPT,73,0.7643707273180964,0.653623417143175,0.7651359471556662,0.8406084656084656,0.7981150793650793
ChatGPT,74,0.7393923865079827,0.6418480613501492,0.758858334691168,0.7982917214191853,0.7585714285714286
ChatGPT,75,0.7651644867328781,0.6433764913313944,0.7547790680924898,0.8150326797385621,0.8474697077690663
ChatGPT,76,0.8324847404624118,0.7066653511685033,0.802009258464863,0.903971119133574,0.9172932330827068
ChatGPT,77,0.7911070180237633,0.6644697789048264,0.7437572985307588,0.9157381615598886,0.8404628330995793
ChatGPT,79,0.9716779038916359,0.9607622857760882,0.9745594852879095,0.9630177514792899,0.9883720930232558
ChatGPT,80,0.8490035501415915,0.7242705225249221,0.8008925637692768,0.9530583214793741,0.9177927927927928
ChatGPT,81,0.856281797928785,0.7443308468151042,0.8176165846489682,0.9574780058651027,0.9057017543859649
ChatGPT,82,0.7856640331491467,0.6486307324845039,0.7231564542431368,0.9384615384615385,0.8324074074074074
ChatGPT,83,0.8162411121597615,0.7490166171666719,0.8081236326104391,0.9321428571428572,0.7756813417190775
ChatGPT,84,0.9113303236625605,0.8423686685193219,0.8654564894361428,0.9774647887323944,0.9600313479623825
ChatGPT,85,0.9147367282850718,0.8894291762428379,0.9256726963534262,0.920656634746922,0.9231884057971014
ChatGPT,86,0.8739061936940206,0.8446558465004688,0.8961625494158627,0.894393741851369,0.8604126370083818
ChatGPT,87,0.8512513807996616,0.8047975868103854,0.8510298444682336,0.9307048984468339,0.8184731934731935
ChatGPT,88,0.7974232660042713,0.6831821623582941,0.7601254807969305,0.9175392670157068,0.8288461538461538
ChatGPT,89,0.810392864429744,0.6937307306402406,0.8093318498436307,0.851140456182473,0.8873684210526316
ChatGPT,90,0.76702486211556,0.6590586209382576,0.7219459486338717,0.9518213866039953,0.735273492286115
ChatGPT,91,0.7632541797722596,0.6563488410586288,0.7346737068288001,0.9070680628272252,0.7549261083743842
ChatGPT,92,0.7384328695748708,0.6033250623420856,0.7056429486344551,0.8867924528301887,0.7579710144927536
ChatGPT,93,0.7103678016768507,0.5970909350931257,0.700681021629773,0.8672286617492097,0.6764705882352942
ChatGPT,94,0.8428595334079227,0.7481009438927408,0.8098995170796787,0.9053030303030303,0.9081346423562412
ChatGPT,95,0.8936317680210626,0.80990968383019,0.8479500350354362,0.9566360052562418,0.9600313479623825
ChatGPT,96,0.7693463331579642,0.675946090547371,0.7404330986412718,0.9054347826086957,0.7555713608345187
ChatGPT,97,0.7748474270164183,0.6907840194599861,0.7687708072847377,0.8280701754385965,0.8117647058823529
ChatGPT,98,0.8247707271064391,0.7510515256680428,0.7910597051978002,0.9470588235294117,0.8099128540305011
ChatGPT,99,0.8160399317975608,0.7264728438227471,0.7634908310277313,0.9760479041916168,0.7981481481481482
ChatGPT,100,0.7134093318953391,0.5845262649064159,0.6761052420156236,0.8592848904267589,0.7337209302325581
ChatGPT,101,0.7677478920284286,0.6593769096778586,0.7237263397248256,0.9640787949015064,0.7238095238095238
ChatGPT,102,0.7144941780844899,0.5966694164629208,0.6674681693153238,0.906951871657754,0.6868872549019608
ChatGPT,103,0.7020221306485332,0.5897996208727304,0.6816430287973338,0.9001074113856069,0.6365384615384615
ChatGPT,104,0.8656544299761514,0.8234901364701713,0.8746240547502334,0.9027611044417767,0.8617424242424243
ChatGPT,105,0.7887339231395792,0.6933228300706977,0.7408379659080611,0.9389567147613762,0.7818181818181819
ChatGPT,106,0.7665326019517203,0.7128000806812739,0.7947677033087464,0.8441558441558441,0.714406779661017
ChatGPT,107,0.7213120782385307,0.6161768307529831,0.6824891147968548,0.9199157007376185,0.6666666666666667
ChatGPT,108,0.7691542478018711,0.7186895405965041,0.7831698094631175,0.8722986247544204,0.7024590163934425
ChatGPT,110,0.8002456081846357,0.6538440797666015,0.6875316476205553,0.988394584139265,0.8712121212121212
ChatGPT,111,0.649371208403758,0.5506485856249104,0.6178709196597211,0.8432267884322678,0.5857385398981324
ChatGPT,112,0.7118491604935476,0.6034996739320923,0.6586696953148257,0.9023569023569024,0.6828703703703703
ChatGPT,113,0.7408217249368082,0.5862005538295051,0.6555416304705733,0.9477351916376306,0.7738095238095238
ChatGPT,114,0.608680647339956,0.5073618713559594,0.5767055566104484,0.8268456375838926,0.5238095238095237
ChatGPT,115,0.8285519810124768,0.7843812585599322,0.8170434939689397,0.9627831715210357,0.75
ChatGPT,116,0.7905983795106579,0.6255236890936,0.6811177150193478,0.9688473520249221,0.8869047619047619
ChatGPT,117,0.5962552053664636,0.4960241366268211,0.5668952355636708,0.7913043478260869,0.5307971014492754
ChatGPT,118,0.700071296114372,0.600700130823696,0.6618956596943983,0.8939393939393939,0.64375
ChatGPT,119,0.7574974896874431,0.5955344027674221,0.6562542263104326,0.9713831478537361,0.8068181818181819
ChatGPT,120,0.6065016458707393,0.49752343229343693,0.5924995317218873,0.7816979051819184,0.5542857142857143
ChatGPT,121,0.2968398696685801,0.5347979448672875,0.6525615338070331,0.0,0.0
ChatGPT,122,0.7957150319502888,0.692008773742359,0.7399729193157544,0.9748603351955307,0.7760180995475113
ChatGPT,123,0.5953544990354016,0.4769127779152406,0.5612510452332601,0.8410896708286039,0.5021645021645021
ChatGPT,124,0.25705054523199694,0.4893097676891938,0.5388924132387939,0.0,0.0
ChatGPT,126,0.5208408785163483,0.3198860559620459,0.368968056174911,0.9364448857994042,0.45806451612903226
ChatGPT,127,0.5555701260177743,0.4128460593556092,0.6542241074907629,0.5817060637204522,0.5735042735042735
ChatGPT,128,0.6982450715191368,0.6026942528926429,0.7101679343696593,0.8185683912119065,0.6615497076023391
ChatGPT,129,0.6255866350356135,0.5002002919026785,0.7060071741096425,0.6462480857580398,0.649890988372093
ChatGPT,130,0.5805760305592197,0.42240809120992107,0.664113735928625,0.6053240740740741,0.6304582210242587
ChatGPT,131,0.30493049680239204,0.5241957984157679,0.6955261887938001,0.0,0.0
ChatGPT,132,0.5553134657179648,0.43592909491737425,0.5990510231228474,0.6914085330216247,0.49486521181001286
ChatGPT,133,0.5692484830636557,0.41521161123235645,0.6980053572453027,0.544973544973545,0.6188034188034188
ChatGPT,134,0.5718061450011926,0.45608626427394977,0.6939617018647908,0.6162324649298597,0.5209441489361701
ChatGPT,135,0.6129052861807363,0.504382381380137,0.6798403522066997,0.6650918635170604,0.6023065476190477
ChatGPT,136,0.6482998191200711,0.5139895070721636,0.6914748389121924,0.6900853578463558,0.6976495726495726
ChatGPT,137,0.557188601638505,0.4396284048690068,0.6278365945755171,0.6595744680851063,0.5017149390243902
ChatGPT,138,0.5782977107969428,0.47631808976328655,0.6553514796845813,0.6848203939745076,0.4967008797653959
ChatGPT,139,0.7289152952174223,0.6040069286712818,0.753179178884624,0.7948387096774193,0.7636363636363637
ChatGPT,140,0.6032673676643742,0.4638413773556362,0.6605009563104459,0.6483762597984323,0.6403508771929824
Deepseek,2,0.9887077481900294,0.9736613825968805,0.9858099813929355,0.9953596287703016,1.0
Deepseek,3,0.9800620961827631,0.9748393762308297,0.9779835395597797,0.9941927990708479,0.973232669869595
Deepseek,4,0.9834400106524319,0.9659376145768216,0.9689852187305804,0.9988372093023256,1.0
Deepseek,5,0.06416676454383363,0.12546134500816086,0.13120571316717364,0.0,0.0
Deepseek,6,0.9871590521697702,0.9699255267212483,0.9833510531875308,0.9953596287703016,1.0
Deepseek,7,0.9571170665297755,0.9288157092869629,0.9619021893201946,0.9856670341786108,0.9520833333333334
Deepseek,8,0.9748706036777864,0.9446982547662561,0.9680000189757264,0.986784140969163,1.0
Deepseek,9,0.9616949838870061,0.9441547194700516,0.9580161569085499,0.9966923925027563,0.9479166666666667
Deepseek,10,0.9646286610469176,0.9239791189072611,0.9497034559412977,0.9848320693391116,1.0
Deepseek,11,0.979236107863484,0.9525116885016963,0.9732627650272949,0.9911699779249448,1.0
Deepseek,12,0.8997163023450542,0.8874396157076343,0.9206348028817917,0.9409409409409409,0.8498498498498499
Deepseek,13,0.9610188986017245,0.9384776239364362,0.9518818727384067,0.9956043956043956,0.9581117021276595
Deepseek,14,0.9694120290033618,0.9405493064817697,0.9565574755300303,0.9966703662597114,0.9838709677419355
Deepseek,15,0.9751626307093125,0.944471236531325,0.969395145336762,0.986784140969163,1.0
Deepseek,16,0.538448492287704,0.08519809701351563,0.08942920547063374,1.0,0.9791666666666667
Deepseek,17,0.9233362328612219,0.8637776681693603,0.8907231772540217,0.9763440860215054,0.9625
Deepseek,18,0.9416354930596971,0.905735578775071,0.9183601863156498,0.9945295404814004,0.9479166666666667
Deepseek,19,0.04100340266767227,0.07994321800831902,0.08407039266237008,0.0,0.0
Deepseek,20,0.9553297609757123,0.9108311064170304,0.9330201263270205,0.9774678111587983,1.0
Deepseek,21,0.9004706820206126,0.840029711200244,0.9039192696639711,0.9110251450676983,0.9469086021505376
Deepseek,22,0.8902166087339429,0.8609415433745937,0.9107092052866682,0.9215686274509803,0.8676470588235294
Deepseek,23,0.9639249291362775,0.9172176918767349,0.9459288331790136,0.9925531914893617,1.0
Deepseek,24,0.96573303331174,0.9312518994987566,0.9552878984849003,0.9925213675213675,0.9838709677419355
Deepseek,25,0.9712031017497008,0.9359505993942872,0.9656685302935919,0.9831932773109243,1.0
Deepseek,26,0.9074546017391834,0.8412158007836773,0.8891338146723923,0.9661354581673307,0.9333333333333333
Deepseek,27,0.9489557953701449,0.8912649999037084,0.9299905315260064,0.9745676500508647,1.0
Deepseek,28,0.9494482188812352,0.8934770018826976,0.9329164865125192,0.9713993871297242,1.0
Deepseek,29,0.9053240876739749,0.8794727152493675,0.9129625740273307,0.9602713178294574,0.8685897435897436
Deepseek,30,0.9575750912724422,0.9075602423958428,0.943358679394957,0.979381443298969,1.0
Deepseek,31,0.9425734103189232,0.8810718516523831,0.9121300261459572,0.9877300613496932,0.9893617021276595
Deepseek,32,0.94874989921594,0.9038500703378736,0.9493562134559775,0.9797365754812564,0.9620567375886525
Deepseek,33,0.9436693491910508,0.9155545138048893,0.9297118370160103,0.9956989247311828,0.9337121212121212
Deepseek,34,0.9425002596739136,0.9096766839696622,0.9318753914086082,0.9947368421052631,0.9337121212121212
Deepseek,35,0.9099837839036977,0.8590214410649228,0.8903690821207572,0.9817629179331308,0.9087816944959802
Deepseek,36,0.9522420449692734,0.9073560839659284,0.9452360365195356,0.9725050916496945,0.9838709677419355
Deepseek,37,0.878098502809225,0.8235770707877407,0.8694541026864553,0.9328922495274102,0.8864705882352941
Deepseek,38,0.9500485202193852,0.9052116204334393,0.9502903806695456,0.982635342185904,0.9620567375886525
Deepseek,39,0.9410869118501939,0.9052970091261549,0.9154817976949101,0.9956521739130435,0.9479166666666667
Deepseek,40,0.8593464937043097,0.8254188554008046,0.8528051562175061,0.980544747081712,0.7786172161172161
Deepseek,41,0.8643107518794756,0.8033353460466545,0.8453911779547644,0.9519230769230769,0.8565934065934067
Deepseek,42,0.9367523413259609,0.8698784110828965,0.8926108303819376,0.9845201238390093,1.0
Deepseek,43,0.9538740583411408,0.8973650917686846,0.9302646097455246,0.9878665318503539,1.0
Deepseek,44,0.9603666277679432,0.9159603184105254,0.948698797068656,0.992936427850656,0.9838709677419355
Deepseek,45,0.916416744040573,0.8745652191629133,0.9083075002238212,0.9716177861873226,0.9111764705882353
Deepseek,46,0.9538761819939323,0.8977352228121271,0.9337855211796183,0.983983983983984,1.0
Deepseek,47,0.9114395036845078,0.8569082971637815,0.8889970609943761,0.9773399014778326,0.9225127551020409
Deepseek,48,0.9419778945164883,0.8846663551037036,0.9209234426759217,0.9898580121703854,0.972463768115942
Deepseek,49,0.9555901660145724,0.9022968012226319,0.9242218669936618,0.9958419958419958,1.0
Deepseek,50,0.8986845569695256,0.818514975706042,0.8672625756706561,0.971830985915493,0.9371296905859118
Deepseek,51,0.031264692875070506,0.06081759312770315,0.06424117837257888,0.0,0.0
Deepseek,52,0.8986298789611763,0.8102703921525817,0.8780747390446476,0.9607843137254902,0.9453900709219858
Deepseek,53,0.9260786938836232,0.8721161686243346,0.9060453475661375,0.9920159680638723,0.9341372912801484
Deepseek,54,0.8896418595975203,0.8419680405540462,0.8583614038432571,0.9929718875502008,0.8652661064425771
Deepseek,55,0.9273567719056073,0.8603709399320161,0.9131063562327283,0.9788461538461538,0.9571036376115305
Deepseek,56,0.8663792759636839,0.8481756258413967,0.8707044051050792,0.9708097928436912,0.7758272800645682
Deepseek,57,0.9517062598404538,0.888856298161763,0.9295741570607873,0.988394584139265,1.0
Deepseek,58,0.5210349147257877,0.052454552733291235,0.05549462997938315,1.0,0.9761904761904762
Deepseek,59,0.5196977619014062,0.05154580535136613,0.05465188836594075,0.9964028776978417,0.9761904761904762
Deepseek,60,0.9274160015544274,0.8550766211963455,0.8832525792852145,0.9874638379942141,0.9838709677419355
Deepseek,61,0.8573787133929831,0.8009802372129716,0.8197407333524402,0.9923736892278361,0.8164201937786844
Deepseek,63,0.8990004417848989,0.8698813248057722,0.9468624017320804,0.8882450331125827,0.8910130074891605
Deepseek,64,0.9729064032816928,0.9663910295217203,0.9740029939656395,0.994413407821229,0.9568181818181818
Deepseek,65,0.9840646882789686,0.9689560740629989,0.972757224507421,0.9945454545454545,1.0
Deepseek,66,0.9422100299864955,0.934446137509039,0.9580849747589818,0.9892682926829268,0.8870407149950348
Deepseek,67,0.9054369478000699,0.8847563785818843,0.9254875704951837,0.9305331179321487,0.8809707241910631
Deepseek,68,0.9005972250815205,0.8671957421824115,0.9338353230683033,0.9103448275862069,0.8910130074891605
Deepseek,69,0.9504068614776867,0.912400573824048,0.9508859823711284,0.9599317988064792,0.9784090909090909
Deepseek,70,0.9719925175152615,0.9542905424509507,0.9617218209845861,0.9940374787052811,0.9779202279202279
Deepseek,71,0.9559862168560398,0.9333965021794147,0.9444828715986058,0.989247311827957,0.9568181818181818
Deepseek,72,0.9624318794953395,0.9236480625667209,0.9278747875510822,0.9982046678635548,1.0
Deepseek,73,0.9657217881035707,0.9400976844203284,0.957008632807042,0.9873717442778216,0.9784090909090909
Deepseek,74,0.9288549652376674,0.9141300068484259,0.9478068642673868,0.9547259729944401,0.8987570168404171
Deepseek,75,0.9063768802607292,0.8524219905886453,0.9197617556888908,0.9051094890510949,0.9482142857142857
Deepseek,76,0.9561066890962603,0.9101067442915324,0.9168580831594985,0.9974619289340102,1.0
Deepseek,77,0.928609971587117,0.8847939730461994,0.9248508528713698,0.9479768786127167,0.9568181818181818
Deepseek,79,1.0,1.0,1.0,1.0,1.0
Deepseek,80,0.9483272174612949,0.8890353269776099,0.9057727932423824,0.9985007496251874,1.0
Deepseek,81,0.9484507034623928,0.9049678767379918,0.9314945918401993,0.9864864864864865,0.9708538587848933
Deepseek,82,0.9311413354050802,0.8568263465832725,0.8740085875135369,0.9937304075235109,1.0
Deepseek,83,0.8617149122565286,0.7846962675697821,0.8028118201785975,0.9889196675900277,0.8704318936877076
Deepseek,84,0.9791261849263803,0.9538984605619965,0.9740512004596905,0.9885550786838341,1.0
Deepseek,85,0.9610026167206789,0.9390621362252931,0.9654722932035044,0.9683453237410072,0.971130713712911
Deepseek,86,0.9628616280601066,0.9219709283774379,0.9384710861118638,0.9910044977511244,1.0
Deepseek,87,0.9073040270642927,0.8684685050134365,0.8857070714668214,0.9896238651102465,0.8854166666666667
Deepseek,88,0.9385705969791699,0.8822415854945037,0.913862999975311,0.9873239436619718,0.9708538587848933
Deepseek,89,0.9234651413144692,0.841046773206287,0.8630777216703585,0.9897360703812317,1.0
Deepseek,90,0.873481733796841,0.7993823411599018,0.8216864650685538,0.9885496183206107,0.8843085106382979
Deepseek,91,0.8270707298941676,0.7784273281378858,0.8619309576469923,0.8573185731857319,0.8106060606060606
Deepseek,92,0.8443923605403312,0.7837859821739664,0.8481931087389452,0.9532374100719424,0.7923529411764705
Deepseek,93,0.8349392062426919,0.7867080347805735,0.8375401728472557,0.9409038238702202,0.774604793472718
Deepseek,94,0.9505741157708291,0.9171344711342867,0.9478150620199023,0.9662162162162162,0.971130713712911
Deepseek,95,0.9514380942601236,0.8989571229004377,0.9208599517490582,0.9859353023909986,1.0
Deepseek,96,0.9022800752974747,0.8561556162381152,0.898194551091788,0.978494623655914,0.8762755102040816
Deepseek,97,0.9571809088293962,0.92016720566554,0.944548223061641,0.9928774928774928,0.971130713712911
Deepseek,98,0.8980006506785763,0.8592521286623405,0.8907982149462274,0.9789343246592317,0.8630179344465059
Deepseek,99,0.873816817055092,0.8281120143820608,0.850011210666867,0.9838107098381071,0.8333333333333333
Deepseek,100,0.8693620455612758,0.8125506437883446,0.8415901880734561,0.9930747922437673,0.8302325581395349
Deepseek,101,0.7931756299030023,0.716474525624949,0.738939600880027,0.982367758186398,0.734920634920635
Deepseek,102,0.8334664829099211,0.7265367364834941,0.7516916488853983,0.9920844327176781,0.8635531135531136
Deepseek,103,0.8232852756047893,0.7440315239032484,0.8001225132813169,0.9716399506781751,0.7773471145564168
Deepseek,104,0.8850793142302538,0.8327932718907728,0.8971922205944719,0.8920521945432978,0.9182795698924731
Deepseek,105,0.42891014684574846,0.8391980939156943,0.8764424934672994,0.0,0.0
Deepseek,106,0.8839687959514042,0.8291095962310043,0.857145947890591,0.9866017052375152,0.8630179344465059
Deepseek,107,0.7771018062440087,0.680548812848295,0.6982728202410462,0.9887218045112782,0.7408637873754154
Deepseek,108,0.8769524430175685,0.8265157508545695,0.8488642044815429,0.9906651108518086,0.841764705882353
Deepseek,110,0.9684684085862886,0.9343395562394277,0.9395340781057268,1.0,1.0
Deepseek,111,0.7868576483194816,0.7104088200038546,0.9021723634246612,0.7367724867724867,0.7980769230769231
Deepseek,112,0.8568759531289318,0.8151491203579913,0.8601521533172662,0.8916256157635468,0.8605769230769231
Deepseek,113,0.9100443896186414,0.8783799002221989,0.9211257730599339,0.9537671232876712,0.8869047619047619
Deepseek,114,0.8482856714883747,0.8351120490259561,0.8744869685641401,0.9231950844854071,0.7603485838779956
Deepseek,115,0.8691671986430969,0.830510206232536,0.8629409227247096,0.943217665615142,0.8400000000000001
Deepseek,116,0.9347156541574302,0.8592546702183083,0.8862524646838374,0.9933554817275747,1.0
Deepseek,117,0.7763046772279436,0.7504917472132459,0.8255506651283153,0.8498659517426274,0.6793103448275861
Deepseek,118,0.8189940982026034,0.7839884786655262,0.846968486093708,0.9151343705799151,0.7298850574712643
Deepseek,119,0.876983727391501,0.8418472193796501,0.8767211743492496,0.9470588235294117,0.8423076923076923
Deepseek,120,0.8030725006925754,0.7893399108325938,0.8544644893781628,0.8891752577319587,0.6793103448275861
Deepseek,121,0.8364451656337683,0.7884225243366669,0.8440525650730984,0.9529569892473119,0.7603485838779956
Deepseek,122,0.9354473900596492,0.8741889078543803,0.913308567657349,0.9927536231884058,0.9615384615384616
Deepseek,123,0.7580666260821045,0.7341695964636039,0.8095817204455983,0.8720379146919431,0.6164772727272727
Deepseek,124,0.8360324766472131,0.7649942782232496,0.893405757568991,0.8876529477196885,0.7980769230769231
Deepseek,126,0.9931900549902029,0.9864675944620431,0.9862926254987682,1.0,1.0
Deepseek,127,0.7410096284029635,0.6529281627326756,0.8029244191638351,0.7916083916083916,0.7165775401069518
Deepseek,128,1.0,1.0,1.0,1.0,1.0
Deepseek,129,0.9478673783400915,0.9055721781753041,0.9196365745879164,0.9949874686716792,0.9712732919254659
Deepseek,130,0.8240870324082871,0.7733819795281637,0.8449240299840454,0.9234828496042217,0.7545592705167173
Deepseek,131,0.96974747532443,0.9394177103329164,0.9395721909648035,1.0,1.0
Deepseek,132,0.9429144789940008,0.9014601296447367,0.9018256933080111,1.0,0.9683720930232558
Deepseek,133,0.7315660808560023,0.6384564425212814,0.8095180105558312,0.7684996605566871,0.7097902097902098
Deepseek,134,0.781733581756143,0.698404846932637,0.8113154272910694,0.8507256392536282,0.7664884135472371
Deepseek,135,0.9458275211915794,0.9021697850792666,0.9189354331531765,0.9909315746084089,0.9712732919254659
Deepseek,136,0.7746316169201103,0.6954110624038601,0.8678670020103512,0.793984962406015,0.741263440860215
Deepseek,137,0.7127845937419106,0.5831713312493202,0.742275487474972,0.7833446174678402,0.7423469387755102
Deepseek,138,0.936895775073721,0.8957039380357297,0.910330583141263,0.9902135231316725,0.9513350559862188
